"area","sd_height","buff5"
10.2124367404271,34.209,15.4310885812769
12.5309458921241,51.9316,15.3637109482969
11.5220720709429,42.9139,15.277656780493
12.4942605978781,25.4499,15.1643268067198
12.5491172684116,29.3428,15.4310225855535
12.1803623261644,31.1823,15.3467629038369
13.2469754215901,39.6777,14.8222012524148
11.8456517083974,23.2617,13.9246788149649
10.964278182318,41.1177,15.6120041369239
11.1623871815832,25.1043,15.6057089760524
10.8256180592842,53.3782,15.3257339184432
10.5429383723402,57.7785,15.5677912274042
10.3742115141552,30.8338,15.6453670322991
10.5371727564738,22.1911,15.2288725140479
11.6701217849805,36.229,15.2204262116242
11.9808244121757,45.9236,16.0371809965831
11.6075665036768,55.4609,15.2230413219543
11.6403595831891,44.456,14.8297871595171
13.2389773397385,27.6515,13.6601646641533
10.6840827991398,33.1427,14.3139838042717
11.2660147013382,11.3256,15.1341230628411
11.3898078489455,31.2442,14.2200459006412
10.7297072850005,17.4336,14.6155667546361
9.79307411177147,39.7203,16.1389359749551
9.67653361403341,16.5769,15.2467613151756
10.2235954101056,44.7246,15.4435009047642
10.396759475023,27.3143,15.5645778822526
9.76684979672885,38.8695,15.4760985145261
10.3475201685183,43.0057,15.769493179619
9.65025599545188,24.1728,15.7433683100335
11.4724414151111,43.5587,15.9456626805371
11.2017551465141,31.1992,15.7053261304654
10.3348662777491,27.2349,15.0876956892315
12.2747065206523,52.5933,15.1207879035935
10.0736943110272,19.0191,15.9695278909248
12.4176736908849,40.6005,15.9112897848774
11.9311049839706,53.9493,15.1739500493248
12.0494400288275,44.8583,15.0903483602543
8.77492643740542,8.9558,15.723550898127
11.1867850464069,30.2553,14.4603363394673
10.460935241557,13.1175,15.6770738808554
11.2834585760546,44.5118,15.047283045373
10.9479211484064,52.6419,15.2283499612085
12.5031959249466,59.7563,15.3195328421108
11.9800289509881,65.0876,14.893721139924
12.0667541582143,50.641,15.2789090055444
11.4449440272046,47.8735,15.492204607969
10.4899319111147,45.2463,16.2579955838124
13.4757064506214,100.628,15.0721332111415
10.5688333248103,17.8437,15.0861948333611
10.6243093791481,36.885,15.7832578179715
11.5599235309572,35.0349,15.6361591877982
12.8004064438814,65.4398,15.5479749794338
11.7397639511971,44.6327,14.4117243920974
12.1783722136583,36.0603,16.3851543408865
9.4901418507079,26.7586,16.100467687366
10.5003753985369,26.3756,15.753312495565
8.89861203246442,2.9262,15.2529318746382
10.817410209132,66.9351,15.6206109730453
13.7795541971307,70.4232,15.4395174258959
11.4356980763228,22.8337,14.4931028866423
10.3495240980177,48.286,14.0216926739711
10.4654833380292,26.5893,14.6475671436797
10.8069374686858,44.8489,15.0442779209034
11.338500763735,31.8014,15.1796973374205
10.7642079421639,27.4721,12.997885732776
10.3061671844717,25.9955,14.1362010583755
10.2893684766276,20.8754,13.2420113396702
9.78895425749807,20.414,13.6307664692078
10.1228116718976,19.0713,14.9727193740393
10.8129886052172,32.4337,14.8701333408408
10.0288317411592,23.5018,14.9857148707272
10.8591328799471,38.9378,15.1506284599764
9.46447204221278,22.1404,14.7072331495011
8.70165269982872,16.1742,14.272321292424
14.3663138606204,47.6938,16.5251347197403
12.0478715730095,46.6154,16.162224109098
11.8299164985044,66.6508,15.8800789151563
9.38972141803624,20.9427,15.4976365063482
8.6351592108634,9.4714,15.4700751703651
9.82631050003122,15.8581,15.3083890358367
10.4050904718067,25.9501,15.3135506557602
9.30548099740698,25.3173,15.2941937905648
9.72501089005361,31.8921,15.3142816791059
9.89135411317474,30.2164,15.3192163301411
9.86404658416845,32.4851,14.4317750743165
10.0720615549235,13.785,14.0991138233807
9.83838506386543,41.2702,15.6802811480245
8.99880598392622,15.6345,15.5706966334614
11.1569652218577,26.4449,15.5483713941666
10.5788080617375,25.7312,15.0835474271412
11.4080262976527,35.2628,15.5093622264902
9.32286609749724,12.0619,15.4716925427489
10.5022598534871,19.0578,15.3716308125797
11.5917735023863,46.8011,15.471211634868
11.0554801445478,40.6853,15.632049302694
12.7673238046597,74.1188,16.0956059426915
8.38656540575631,7.7494,15.7172366683478
7.85803522470287,0.5,15.7076473473297
7.2331085924192,0.4865,15.7555944817688
12.0797621865274,76.443,15.848549850884
10.0010605896919,16.923,17.1241147953359
8.82884040557414,14.1922,17.0651467153745
10.8588491971133,22.6065,17.0147022757125
9.89036407365453,29.6912,16.5332935745157
10.3123864434584,27.2076,16.2107073750218
10.7222343636432,25.3911,16.0554744372782
10.3581047608943,41.5456,16.250737960966
10.0685990992705,16.6555,15.8437940592672
10.934126927776,35.1271,16.9927639430414
12.1055082406792,51.8208,16.5736570540026
10.8667647033804,23.7473,16.4734273531517
11.4186957073896,52.8862,16.9189481010908
9.8272495864782,26.4994,15.9609829052087
8.96783536640715,2.9988,16.3292600579684
10.2576386323576,23.2248,16.1316874623778
11.284622844515,44.1156,16.2241926253638
9.94950574500611,27.3608,15.9189564266398
10.5461619317489,19.7464,15.9405632876475
10.5944134739255,25.9421,17.0951555965479
8.95511773138721,13.3823,16.993691671878
10.2404642372591,32.1514,17.5875795325695
10.516016945846,11.6272,17.130657664267
10.7535720869666,36.6053,16.28538283922
10.6734327285336,19.2912,16.9270056055976
10.2898530331458,18.4665,16.9617362029677
11.6025390627446,78.2337,16.6916154711401
12.1586784308947,57.2736,16.7218090865994
11.5591296025391,41.37,16.8248870247232
9.91518490349032,15.4712,16.4722163756546
11.6411713724954,46.397,15.8301198020251
12.0354967195488,16.6301,16.6385877038951
12.4717741214618,35.7303,16.9082599627427
8.90959540596045,11.1627,17.5904855948563
9.36416193222096,10.1392,16.9721948866092
11.0116174350409,36.1656,16.8956278668566
12.4702129446064,36.923,15.9850243810325
10.7828910195118,36.8407,17.1508977480364
9.82225649743239,31.4335,16.7405867562458
9.98320058956658,26.4804,17.1399100811753
10.2205620955573,14.6927,17.620159688954
11.619719865224,25.8968,17.1538161330211
10.16512041113,9.2205,16.9784795571939
11.135515459648,27.6292,16.5095245102076
9.35678262780944,25.2319,16.0926412182567
7.86555091633177,4.52,17.1867035771377
11.3871003619023,38.8657,16.9292899211982
9.65854329329146,10.9812,16.4684602967791
10.4882220916596,13.6596,16.8810420378299
10.1171858285471,9.7908,16.5849096988934
10.1416637268608,24.1419,17.0208658712617
9.05362027786272,3.0974,17.1835920792145
10.2008586297429,22.5821,16.4907920137991
9.36272733880423,17.8452,15.9959118586615
10.2868390538909,36.971,15.9117591908772
10.9971784685915,26.1141,15.5904986709483
11.5897494143023,27.1315,16.1566440227562
