"intercept","area","sd_height","buff5"
1,8.82884040557414,14.1922,17.0651467153745
1,10.8588491971133,22.6065,17.0147022757125
1,9.89036407365453,29.6912,16.5332935745157
1,10.3123864434584,27.2076,16.2107073750218
1,10.7222343636432,25.3911,16.0554744372782
1,10.3581047608943,41.5456,16.250737960966
1,10.0685990992705,16.6555,15.8437940592672
1,10.934126927776,35.1271,16.9927639430414
1,12.1055082406792,51.8208,16.5736570540026
1,10.8667647033804,23.7473,16.4734273531517
1,11.4186957073896,52.8862,16.9189481010908
1,9.8272495864782,26.4994,15.9609829052087
1,8.96783536640715,2.9988,16.3292600579684
1,10.2576386323576,23.2248,16.1316874623778
1,11.284622844515,44.1156,16.2241926253638
1,9.94950574500611,27.3608,15.9189564266398
1,10.5461619317489,19.7464,15.9405632876475
1,10.5944134739255,25.9421,17.0951555965479
1,8.95511773138721,13.3823,16.993691671878
1,10.2404642372591,32.1514,17.5875795325695
1,10.516016945846,11.6272,17.130657664267
1,10.7535720869666,36.6053,16.28538283922
1,10.6734327285336,19.2912,16.9270056055976
1,10.2898530331458,18.4665,16.9617362029677
1,11.6025390627446,78.2337,16.6916154711401
1,12.1586784308947,57.2736,16.7218090865994
1,11.5591296025391,41.37,16.8248870247232
1,9.91518490349032,15.4712,16.4722163756546
1,11.6411713724954,46.397,15.8301198020251
1,12.0354967195488,16.6301,16.6385877038951
1,12.4717741214618,35.7303,16.9082599627427
1,8.90959540596045,11.1627,17.5904855948563
1,9.36416193222096,10.1392,16.9721948866092
1,11.0116174350409,36.1656,16.8956278668566
1,12.4702129446064,36.923,15.9850243810325
1,10.7828910195118,36.8407,17.1508977480364
1,9.82225649743239,31.4335,16.7405867562458
1,9.98320058956658,26.4804,17.1399100811753
1,10.2205620955573,14.6927,17.620159688954
1,11.619719865224,25.8968,17.1538161330211
1,10.16512041113,9.2205,16.9784795571939
1,11.135515459648,27.6292,16.5095245102076
1,9.35678262780944,25.2319,16.0926412182567
1,7.86555091633177,4.52,17.1867035771377
1,11.3871003619023,38.8657,16.9292899211982
1,9.65854329329146,10.9812,16.4684602967791
1,10.4882220916596,13.6596,16.8810420378299
1,10.1171858285471,9.7908,16.5849096988934
1,10.1416637268608,24.1419,17.0208658712617
1,9.05362027786272,3.0974,17.1835920792145
1,10.2008586297429,22.5821,16.4907920137991
1,9.36272733880423,17.8452,15.9959118586615
1,10.2868390538909,36.971,15.9117591908772
1,10.9971784685915,26.1141,15.5904986709483
1,11.5897494143023,27.1315,16.1566440227562
1,10.3880174044208,24.6845,16.0788688417865
1,10.0907411364478,14.5601,16.2073705642157
1,10.4789594285115,23.5127,16.4208111283766
1,9.69202218192302,13.653,16.6534889429241
1,11.8708595797206,26.3076,16.9303986577996
1,11.4293991301241,34.1841,16.9123435772251
1,9.25597926276184,17.6936,16.4949610587396
1,10.3975988406982,25.5165,16.4280503858915
1,11.9538927303235,57.9829,16.1466472471089
1,9.70612449989836,18.9562,16.1041019948716
1,11.0517539457205,18.8435,16.1943003876498
1,10.7562614468296,26.3295,16.5525257928294
1,9.92631106187984,14.6505,16.6443085215
1,10.1800523512191,16.2538,16.7959787763047
1,9.18146406362269,20.2352,16.8764016289947
1,10.7925015653709,17.0044,16.7224449505894
1,11.3706872142278,25.309,16.7633243098581
1,10.6094904108732,31.2629,16.0976631213153
1,11.1131866789896,40.0547,16.7248942166715
1,9.00669540958631,16.561,16.2741867612179
1,12.4839134602701,23.8971,16.8957854302478
1,11.4578182070827,28.3566,16.5249103146732
1,9.56932668055244,9.2288,16.8367132878512
1,11.8641739509817,44.4411,16.5854645623813
1,11.7347157450258,27.236,16.6878441576394
1,10.9302165638374,38.4821,17.2290803513737
1,10.8312212818703,29.8271,17.2377769868964
1,9.79420850333292,13.6132,15.0037225100059
1,8.81748888960471,15.0023,16.9966043878277
1,9.58262968429448,17.7648,16.3203397624974
1,8.93372710498162,20.3777,16.2604409492465
1,11.2590725268121,13.3815,16.4324712596462
1,11.4711871110334,34.0536,16.6998991747379
1,9.24842572739318,31.4118,17.2511840173415
1,11.967133637091,35.8542,16.3276109176319
1,9.07012269221351,24.3898,17.0863117794013
1,10.47683471501,11.2873,14.9292623307751
1,10.4367145418921,26.9134,15.6180861547525
1,9.36806193062008,5.4368,13.8550244973533
1,11.4957232062911,29.9376,15.5525640741986
1,10.4639499368648,9.1681,15.4915424401534
1,9.6614277880821,17.4869,15.9003974965224
1,9.5767138584384,16.6104,16.9666014243819
1,5.91126630690239,1.0843,17.3781717843847
1,11.2096779858065,65.5374,16.501683725677
1,9.31887267569189,12.7284,16.8035938525223
1,6.73947207629006,0.4993,16.9775300645335
1,12.1386918837173,25.6471,16.2778494610346
1,12.0035367748207,22.7331,16.5494005507936
1,10.1162611726893,26.6415,13.636869420112
1,10.5516561821034,25.4827,13.8632477870397
1,9.68641001631946,19.4721,14.0344942691281
1,11.9763166337577,22.2561,14.2754600634705
1,9.51082228878629,13.3925,12.388323366482
1,10.3115569412265,14.471,14.663452639368
1,9.65131887384436,17.3605,16.6006541371247
1,12.700988449846,57.8702,15.9738803018717
1,12.2545265917561,33.6229,16.2454012031961
1,10.7469037880125,13.2832,13.5563291229171
1,9.81848121411256,18.8256,16.7597388833658
1,11.4689779982254,24.9287,14.6747673388409
1,10.3293172404731,17.637,16.596415541544
1,11.0228843709169,16.4903,15.2280840773232
1,10.8939737600783,23.2177,14.4119463775239
1,11.526326348684,19.7386,14.7822209827473
1,10.306733957141,21.5121,15.4730858501218
1,10.3463911969198,12.9664,14.9026556826359
1,10.9897704851033,11.4121,14.9314272579448
1,11.1065371127033,17.4442,14.8693879985421
1,9.44365469558713,10.4248,13.6438238501627
1,10.5833474146202,22.4963,14.7777726277045
1,11.1765260250193,30.8762,16.8788430670711
1,10.9193358411432,46.6316,14.2107259837514
1,10.4414553031618,30.1796,14.8072678815077
1,12.6516795370274,53.911,16.7645675943133
1,8.23724589312506,3.3959,16.7589160032185
1,9.36216047039287,11.7855,15.8366622813015
1,10.0939465193696,46.0901,16.4585958359214
1,10.2124232105319,21.6173,16.4591490921048
1,9.396398310627,13.9306,16.5141440271574
1,9.83545679985013,15.2719,16.2343058058416
1,10.8335494740018,24.475,16.046124670733
1,10.7429339018213,49.3685,14.905695435548
1,11.7851873315588,46.4072,17.1369258229961
1,13.5485156337922,52.445,16.3551911792158
1,12.7262862174874,47.7877,17.3492486249959
1,12.641581677348,43.8892,16.9667372795131
1,11.802657773002,34.1679,16.8472724006911
1,12.0327482341653,43.6308,17.3413469158173
1,12.5681669908494,35.3852,17.2345770321818
1,11.4049569182429,24.0612,13.2814282485046
1,11.1326860733273,16.7129,15.1340634071773
1,11.8039729087022,32.4045,16.883350074977
1,13.2338405146537,36.7832,17.1345326317991
1,12.6728469664806,35.3883,16.9042871279649
1,11.9303016951748,55.2053,16.9573691305165
1,13.1281209916864,49.4075,17.011265830907
1,10.4712305774008,17.0493,16.5021996940368
1,9.84086782826319,22.9069,17.3071804366903
1,10.6817629125025,26.0958,17.2873204765247
1,9.56551944035073,15.2314,13.6199542063659
1,8.13094044672692,7.528,13.9099458096761
1,11.7034754361513,45.8598,16.3391207198725
1,9.78647023233233,14.2423,15.4197851634415
1,10.8668266618829,13.6374,15.3648597674518
1,11.0396755477488,29.98,15.0683640937869
1,12.3473228672593,16.0907,15.1255033504482
1,12.6558904451859,58.8608,16.1075673220965
1,10.9233614795293,22.2739,16.9181851404812
1,11.2882969367484,52.7279,17.0077077724534
1,11.925304647682,46.0632,17.1339684433295
1,11.9616083316228,41.5432,16.9894314846192
1,11.6940348440402,35.881,17.0898742576543
1,12.6152720066287,29.8027,15.1736294421069
1,13.1458860563281,37.7852,16.7236246522796
1,12.6217780592764,48.8816,16.5379870643843
1,12.1451224110514,33.6006,16.744951308103
1,10.9800054728645,33.8169,17.1556749115068
1,10.9487878507957,24.2546,15.2352851486828
1,10.77293348562,17.0839,15.4041378232208
1,9.8751032311918,27.5014,15.7983901241704
1,10.0321909738029,17.1291,14.5474394130064
1,10.0501373192928,16.2453,14.4385887525194
1,10.5169913140087,15.3506,14.6590103576989
1,10.6454935099116,52.2628,17.3321505200344
1,10.4147777928511,12.6825,16.244613669771
1,10.0932446842989,11.9497,16.1586766884508
1,11.6536807651065,37.8788,15.5204042759624
1,11.3324120578479,26.6985,15.6011443031973
1,10.718876511989,23.4823,12.1024439627171
1,11.5586800301772,19.2646,14.2308540471426
1,10.2556920488475,16.9451,15.1871028716861
1,12.9235215056908,23.5998,15.4353606747696
1,11.3666799470202,23.1928,16.2804213667915
1,9.57627206471149,26.7034,16.6426458799751
1,10.811808612776,18.4752,16.7574222409432
1,8.27271855635619,8.5894,17.3040210766375
1,10.7603440734486,39.939,17.3749444610232
1,10.835292797736,39.5849,14.4524285986578
1,11.1833282371044,40.3289,14.9528947411329
1,10.4047680137362,13.0251,11.8659316873724
1,9.87047546706462,18.801,15.9956218684305
1,11.2211305202427,12.4071,16.7816599924878
1,11.4528127823843,29.5384,16.9698834023967
1,11.8629458728157,34.1074,17.4222385158055
1,11.1995147911103,11.0654,17.3918559389833
1,10.6024145494804,25.0523,17.2612199496577
1,9.93169564151878,24.5879,17.2010953956575
1,10.0384776472997,10.6538,13.5182884571404
1,9.74734481304154,21.7122,15.7828005212748
1,9.84002735966027,34.0613,15.4882293260061
1,11.0407943442987,29.1499,15.7069486816049
1,9.01792833318955,11.5856,15.5803541909039
1,12.2011217249236,65.1919,16.4129956116686
1,10.558242330299,34.9954,16.2717884545477
1,11.2050219078818,38.876,16.0874794208369
1,11.0146457005921,33.752,16.5093958419754
1,11.6694490634835,45.4246,15.1475321905876
1,11.8600838698535,25.7709,16.3491207014993
1,10.4687246600652,54.4787,14.9609291394679
1,10.7365063496742,38.9741,14.3846947084799
1,10.0932481662229,40.2581,14.8915844204488
1,11.2519115734287,20.06,16.6928115983272
1,11.5109679653173,25.6779,16.7905895124865
1,12.5690709589117,52.6575,16.1592902800417
1,12.5988117575581,46.3036,14.9188287564491
1,11.2782921634284,23.2727,16.5574002243704
1,10.7645979319282,24.0077,16.6910765268812
1,10.2486021539632,18.8021,16.1451138499581
1,11.1745206608027,16.3457,16.5432134404808
1,9.60513429228289,17.2694,16.5776740003305
1,11.0796582578884,16.6074,15.7946802812433
1,12.7685577376438,33.7072,15.8845480396214
1,11.2490370022325,37.5872,16.3274075038483
1,11.3415088604215,35.2636,14.0917951754837
1,10.2516161494165,15.1333,15.2950595786626
1,9.49563746211732,45.2625,16.4267438647377
1,10.4748579213285,32.4353,15.8464548925586
1,10.5297510225503,28.9102,16.8790093246439
1,9.49540766887999,24.8688,16.8403989798901
1,8.97824424480195,16.9355,16.8263100980032
1,7.63465351684405,3.2639,16.8461597775066
1,10.5027544236397,14.4778,16.6129780949699
1,12.3756033009971,35.8345,14.067418809897
1,10.475347665829,21.6485,15.4530281209818
1,11.7277375433494,18.9091,16.1162277074376
1,10.3018083759087,22.3257,15.8773728612859
1,8.86094515370562,16.2631,16.3055197509422
1,10.9245848058016,27.6168,15.9531996632007
1,11.751199829199,47.0432,16.3714674502882
1,11.1852770255945,29.5918,16.7570614231733
1,11.0125347613907,15.7093,14.0670743995835
1,9.80726799076934,17.0159,14.0030907637949
1,11.8225293676206,19.4574,14.6621630673001
1,11.1586027281363,20.2763,14.6777644458845
1,11.443982875612,27.8146,14.6389194791577
1,11.1394617296658,30.7277,14.6180281537778
1,11.6060005806969,33.8334,15.3017366756588
1,11.7679881306024,20.3891,15.5880116017914
1,7.51831066198945,5.5718,17.5653139302775
1,11.8325723044155,8.6808,14.0727942458239
1,9.98513987331793,13.7672,14.0528181243395
1,9.67370258010254,9.2413,14.2161306144092
1,11.026201633441,8.0824,14.2188133299078
1,10.4234892566096,9.2967,13.7733199189439
1,10.9014991986149,14.6682,14.0867057150665
1,10.1957109262769,36.4143,13.6172937381739
1,10.8987602094066,58.9198,16.490569689328
1,11.3605526901328,43.8274,16.8249406367602
1,9.0257943221111,38.1488,16.6401318606273
1,10.1589915684478,18.4512,16.7117326691219
1,11.1600407497454,31.2325,13.8250241598018
1,12.0734353450861,34.7049,15.5791875463186
1,11.422356707198,27.5965,16.2474165795064
1,10.5913252833806,24.8222,15.3352224302244
1,10.3375671553555,27.7054,15.7517335086869
1,10.6147971684636,13.7168,15.8165058461259
1,11.7956929945653,20.551,15.9550431673812
1,11.7921045530449,23.7046,16.1748091047071
1,10.0412410606612,13.5462,13.482002324343
1,11.0199738515805,13.9279,13.3766566977108
1,11.736247394774,36.2716,14.3326583546126
1,9.94446075370408,16.8829,14.1221912581206
1,10.5661997544416,33.5336,16.0986164573518
1,10.2004277825573,20.0926,16.0650328972638
1,13.1336210149438,26.9805,16.5281518040727
1,11.7154451917381,36.549,16.9323296481197
1,11.5968972014298,24.5611,16.2243071943893
1,11.9236287684136,59.8164,16.206087755211
1,9.37234320026664,21.1647,16.4822666392237
1,11.0888769805263,56.8339,15.7543398396013
1,12.1454043475412,71.9168,17.1601689456711
1,12.0231357070277,79.1395,16.4280822184236
1,10.8078829761262,67.2349,16.3890037740351
1,12.1273431882075,66.8379,16.5540106851748
1,10.5441368645529,58.9803,17.3742897834153
1,8.88687606737387,14.6216,15.2534125390662
1,11.6325415182895,55.0434,15.0249597395255
1,11.0560800403198,52.6372,14.6707791390178
1,10.7145286061653,18.0113,14.7667069372412
1,10.5621261006324,32.925,17.387908216941
1,12.0143066299082,82.5368,16.8846009547484
1,13.2627842330832,64.2134,16.6536739245368
1,11.2313526926826,20.6215,15.0982591446758
1,10.3214706493366,27.425,15.1063435778555
1,11.7203948152968,23.0418,15.7476280237759
1,11.1204160680223,44.0114,15.8163675262925
1,11.8670551725412,54.9119,14.4203766466969
1,10.3804885182218,41.6118,14.1068120723264
1,11.1400209598678,30.0731,14.1864773846648
1,9.28878179828274,12.128,14.380894819078
1,10.9677982095072,34.2914,14.224822258441
1,11.3342257414128,24.3494,16.6687221849153
1,12.4487795798377,63.5944,16.6875191287397
1,12.5811369636913,34.3403,16.7353708351575
1,12.0501612498855,53.9439,16.549097048182
1,12.6917189132654,38.1051,16.0457440739008
1,13.6442962862561,68.4265,16.8284365192737
1,11.922322831606,25.0998,16.5517885140452
1,11.9589373297242,45.1611,16.3105564646522
1,10.7685270943995,38.2567,15.8719476394473
1,12.1673681990883,52.4939,14.6824425440571
1,10.935977844809,62.7439,15.0290279672834
1,12.0988103225828,26.193,16.2762361039023
1,11.8411710985512,77.5645,15.7097951769968
1,11.5908675062498,46.2891,15.8015519944852
1,8.9201217518724,26.5171,16.7394460326986
1,13.0803427481417,51.1058,16.4842083092363
1,12.4716394686356,38.9988,16.6202210573536
1,9.95005620335195,27.3043,16.5410938193788
1,12.5797443231405,57.0737,16.6176926085486
1,12.4756836656442,34.6664,16.192511047281
1,12.0731353621021,31.0721,16.3006581787164
1,12.7135556890941,30.6466,16.2361221236482
1,12.5952660851634,38.377,16.5893924437076
1,11.3264729515117,31.7033,16.6564572751996
1,11.5512707950876,32.2883,16.9782078699092
1,9.44455837455864,16.234,16.9413065938563
1,13.1052965643532,53.1968,15.728828888402
1,9.77923613373532,13.535,17.1447129233519
1,12.8802667208579,43.041,16.2379128829005
1,12.2355706847606,64.1203,17.0571462801509
1,12.9985434657245,69.0299,16.193587743347
1,10.7419046938836,50.8266,16.2587349474762
1,10.4989914164435,27.6089,16.1811300727554
1,12.2512378087442,22.9782,15.6534369123022
1,13.3118587714185,47.5523,15.3995976362277
1,10.600718299478,17.7371,17.0758502704952
1,10.2997536851763,11.6719,15.3931072774837
1,10.1064365597648,20.1728,16.4373582185168
1,11.7629757612395,45.6192,15.8990404808127
1,10.7059419502714,23.8497,16.8205892176573
1,11.0228464672378,17.1242,17.144102407475
1,11.6106509074961,40.6344,16.7521812312969
1,11.1755432144119,20.7697,16.632954390767
1,11.5232222704476,38.7085,17.1664685107801
1,9.51520399263672,19.7459,16.3699740535092
1,11.5879772772809,22.994,16.6042123275005
1,9.22488409741702,12.2227,16.8001326918468
1,11.0661507434751,14.9508,16.3180012811053
1,10.581551551675,37.3443,16.8208956428694
1,12.5495027627188,48.6836,16.4394794851291
1,12.6411483344746,53.3074,16.412770119528
1,11.8636879648074,31.3244,16.2679221664769
1,10.9339815871279,32.7561,16.4478895657189
1,12.5524881408438,71.1944,14.8862633497533
1,12.408760396277,46.845,16.6012790442851
1,11.3805134456136,37.1865,15.276367948398
1,10.8325562967695,37.1654,14.8862633497533
1,11.4148274026302,23.1881,14.9639315395443
1,13.0917000253722,24.8982,16.5871462011685
1,11.2449152923159,44.6348,15.5903415455795
1,10.4612444709866,30.385,15.6970986957754
1,12.115989282091,48.1682,14.707583594457
